name	ko	family	lv2des
PN4RB|k141_90732	K00558	Quimbyviridae	Amino acid metabolism
PN4RB|k141_90732	K06167	Quimbyviridae	Metabolism of other amino acids
PN1RE|k141_958800	K00558	Unclassified	Amino acid metabolism
PN1CL|k141_851753	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1CL|k141_851753	K17398	Siphoviridae	Amino acid metabolism
PN8RL|k141_1627897	K03148	Siphoviridae	Metabolism of cofactors and vitamins
PN8RL|k141_1627897	K00600	Siphoviridae	Carbohydrate metabolism
PN8RL|k141_1627897	K17716	Siphoviridae	Carbohydrate metabolism
PN1GH|k141_181505	K09698	Podoviridae_crAss-like	Translation
PN5LC|k141_489939	K00558	Siphoviridae	Amino acid metabolism
PN5LC|k141_489939	K00789	Siphoviridae	Amino acid metabolism
PN1CF|k141_159057	K00390	Siphoviridae	Energy metabolism
PN14RB|k141_231123	K00558	Siphoviridae	Amino acid metabolism
PN13RO|k141_1109344	K00558	Unclassified	Amino acid metabolism
PN13RO|k141_1109344	K00390	Unclassified	Energy metabolism
PN1RK|k141_2924785_1	K06167	Siphoviridae	Metabolism of other amino acids
PN2LG|k141_1085116	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN6RF|k141_1500799	K14940	Unclassified	Energy metabolism
PN5RE|k141_517819_1	K06167	Unclassified	Metabolism of other amino acids
PN5RE|k141_517819_1	K00390	Unclassified	Energy metabolism
PN11RE|k141_2193118	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN15RA|k141_528186	K00390	Siphoviridae	Energy metabolism
PN7RC|k141_1658694_1	K00558	Siphoviridae	Amino acid metabolism
CH13|NODE_24_1	K00558	Siphoviridae	Amino acid metabolism
PN13RN|k141_936556	K00558	Unclassified	Amino acid metabolism
PN5RH|k141_654848_1_fragment_1	K00558	Siphoviridae	Amino acid metabolism
PN8RP|k141_153021	K01951	Podoviridae	Nucleotide metabolism
PN15RC|k141_1159300	K17398	Unclassified	Amino acid metabolism
PN1LI|k141_778667	K20811	Myoviridae	Carbohydrate metabolism
PN6RN|k141_205111_1	K08679	Unclassified	Carbohydrate metabolism
PN6RQ|k141_409182	K00789	Siphoviridae	Amino acid metabolism
PN6RQ|k141_409182	K00558	Siphoviridae	Amino acid metabolism
PN6RQ|k141_409182	K00558	Siphoviridae	Amino acid metabolism
PN6RQ|k141_409182	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_409182	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_409182	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN1RE|k141_1758309	K09882	Unclassified	Metabolism of cofactors and vitamins
PN10RL|k141_1876698	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN11RE|k141_1684690	K00558	Siphoviridae	Amino acid metabolism
PN7RF|k141_333289	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN7RF|k141_333289	K17398	Siphoviridae	Amino acid metabolism
PN2LG|k141_606895	K00558	Unclassified	Amino acid metabolism
PN10RA|k141_1009506_1	K00558	Siphoviridae	Amino acid metabolism
PN10RA|k141_1009506_1	K00390	Siphoviridae	Energy metabolism
PN12RH|k141_449170	K01953	Siphoviridae	Amino acid metabolism
PN3CF|k141_2516765	K00558	Quimbyviridae	Amino acid metabolism
PN13RQ|k141_1573981	K00789	Unclassified	Amino acid metabolism
PN13RQ|k141_1573981	K05396	Unclassified	Amino acid metabolism
PN13RQ|k141_1573981	K12339	Unclassified	Amino acid metabolism
PN1RK|k141_2491950	K00558	Siphoviridae	Amino acid metabolism
PN15RF|k141_347714	K00390	Unclassified	Energy metabolism
PN10RP|k141_1270251	K02170	Siphoviridae	Metabolism of cofactors and vitamins
PN15RH|k141_434759	K00600	Siphoviridae	Carbohydrate metabolism
PN7RG|k141_1802092	K00390	Siphoviridae	Energy metabolism
PN7RG|k141_1802092	K00558	Siphoviridae	Amino acid metabolism
PN1RC|k141_1355128	K00558	Siphoviridae	Amino acid metabolism
PN1RC|k141_1355128	K17398	Siphoviridae	Amino acid metabolism
PN1RC|k141_1355128	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN16RH|k141_387834	K00390	Myoviridae	Energy metabolism
PN2CA|k141_804740_1	K00789	Siphoviridae	Amino acid metabolism
PN2CA|k141_804740_1	K00558	Siphoviridae	Amino acid metabolism
PN2CA|k141_804740_1	K00558	Siphoviridae	Amino acid metabolism
PN13RE|k141_821292	K01771	Quimbyviridae	Carbohydrate metabolism
PN5LB|k141_350018_fragment_1	K09882	Unclassified	Metabolism of cofactors and vitamins
PN16RM|k141_384964	K06167	Siphoviridae	Metabolism of other amino acids
PN16RM|k141_384964	K00390	Siphoviridae	Energy metabolism
PN2RH|k141_1808559	K17398	Unclassified	Amino acid metabolism
PN5CC|k141_196402	K00558	Siphoviridae	Amino acid metabolism
PN10RJ|k141_1003606	K00059	Unclassified	Lipid metabolism
PN13RP|k141_1109506	K00390	Siphoviridae	Energy metabolism
PN16RC|k141_569306	K00390	Unclassified	Energy metabolism
PN3CE|k141_10097	K00390	Unclassified	Energy metabolism
PN10RD|k141_2022597	K00390	Siphoviridae	Energy metabolism
PN1CJ|k141_398312	K00600	Siphoviridae	Carbohydrate metabolism
PN1CJ|k141_398312	K00600	Siphoviridae	Carbohydrate metabolism
PN1CJ|k141_398312	K21029	Siphoviridae	"Folding, sorting and degradation"
PN12RH|k141_941003	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN15RE|k141_675601	K00558	Unclassified	Amino acid metabolism
PN1RK|k141_472127	K17398	Unclassified	Amino acid metabolism
PN1RK|k141_472127	K00558	Unclassified	Amino acid metabolism
PN10RR|k141_1986027	K02078	Podoviridae_crAss-like	Lipid metabolism
PN14RJ|k141_25439	K00558	Myoviridae	Amino acid metabolism
PN2LB|k141_2213169	K00558	Siphoviridae	Amino acid metabolism
PN1RF|k141_1975642	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1LI|k141_1118363_1	K00558	Unclassified	Amino acid metabolism
PN5RF|k141_370406	K00820	Podoviridae_crAss-like	Carbohydrate metabolism
PN13RI|k141_412086	K01854	Siphoviridae	Carbohydrate metabolism
PN5RD|k141_725775_1	K00266	Unclassified	Energy metabolism
PN5RD|k141_725775_1	K00390	Unclassified	Energy metabolism
PN5RD|k141_725775_1	K00390	Unclassified	Energy metabolism
PN5RG|k141_45935	K00266	Unclassified	Energy metabolism
PN7RT|k141_2123029	K11717	Siphoviridae	Metabolism of other amino acids
PN7RT|k141_2123029	K00390	Siphoviridae	Energy metabolism
PN7RT|k141_2123029	K00789	Siphoviridae	Amino acid metabolism
PN16RA|k141_1400200	K01939	Siphoviridae	Nucleotide metabolism
PN16RA|k141_1400200	K01951	Siphoviridae	Nucleotide metabolism
PN16RA|k141_1400200	K06167	Siphoviridae	Metabolism of other amino acids
PN16RA|k141_1400200	K00558	Siphoviridae	Amino acid metabolism
PN1CL|k141_891906	K00789	Siphoviridae	Amino acid metabolism
PN1CL|k141_891906	K00558	Siphoviridae	Amino acid metabolism
PN6RL|k141_699595	K00558	Siphoviridae	Amino acid metabolism
PN6RL|k141_699595	K00558	Siphoviridae	Amino acid metabolism
PN1DC|k141_212255	K01854	Siphoviridae	Carbohydrate metabolism
PN7RP|k141_1692573	K22227	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN7RP|k141_1692573	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN7RP|k141_1692573	K01916	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN7RP|k141_1692573	K00763	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN7RP|k141_1692573	K00969	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN7RP|k141_1692573	K08281	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN10RF|k141_1161385	K00558	Unclassified	Amino acid metabolism
PN6RC|k141_1044918	K00558	Myoviridae	Amino acid metabolism
PN6RC|k141_1044918	K00703	Myoviridae	Carbohydrate metabolism
PN6RC|k141_1044918	K00558	Myoviridae	Amino acid metabolism
PN12RE|k141_984138	K00059	Siphoviridae	Lipid metabolism
PN13RC|k141_460980	K10026	Unclassified	Metabolism of cofactors and vitamins
PN13RC|k141_460980	K01495	Unclassified	Metabolism of cofactors and vitamins
PN13RC|k141_460980	K06920	Unclassified	Metabolism of cofactors and vitamins
PN13RC|k141_460980	K01737	Unclassified	Metabolism of cofactors and vitamins
PN6RQ|k141_1492900	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN3RH|k141_2702463	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN3RH|k141_2702463	K01243	Myoviridae	Amino acid metabolism
PN3RH|k141_2702463	K00789	Myoviridae	Amino acid metabolism
PN1RH|k141_5959	K00558	Unclassified	Amino acid metabolism
PN10RJ|k141_303951	K00390	Siphoviridae	Energy metabolism
PN8RJ|k141_929250	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN3GA|k141_381842	K00390	Myoviridae	Energy metabolism
PN16RF|k141_1368079_1	K00558	Siphoviridae	Amino acid metabolism
PN16RF|k141_1368079_1	K00789	Siphoviridae	Amino acid metabolism
PN16RF|k141_1368079_1	K00390	Siphoviridae	Energy metabolism
H203|NODE_7_1	K01953	Siphoviridae	Amino acid metabolism
PN1CD|k141_227344	K00558	Unclassified	Amino acid metabolism
PN3LA|k141_789943	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_789943	K00855	Myoviridae	Energy metabolism
PN3LA|k141_789943	K03271	Myoviridae	Glycan biosynthesis and metabolism
PN3LA|k141_789943	K03275	Myoviridae	Glycan biosynthesis and metabolism
PN3LA|k141_789943	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_789943	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_789943	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_789943	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_789943	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN13RH|k141_652632	K01179	Siphoviridae	Carbohydrate metabolism
PN9RJ|k141_1141471	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN9RJ|k141_1141471	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN9RJ|k141_1141471	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN9RJ|k141_1141471	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN7RO|k141_205687	K00789	Unclassified	Amino acid metabolism
PN14RM|k141_700890	K00558	Siphoviridae	Amino acid metabolism
PN14RM|k141_700890	K00558	Siphoviridae	Amino acid metabolism
PN14RG|k141_1550270_1	K00390	Siphoviridae	Energy metabolism
PN14RG|k141_1550270_1	K00789	Siphoviridae	Amino acid metabolism
PN13RO|k141_11772	K01737	Unclassified	Metabolism of cofactors and vitamins
PN13RO|k141_11772	K10026	Unclassified	Metabolism of cofactors and vitamins
PN13RO|k141_11772	K01495	Unclassified	Metabolism of cofactors and vitamins
PN13RO|k141_11772	K06920	Unclassified	Metabolism of cofactors and vitamins
PN13RO|k141_11772	K03272	Unclassified	Glycan biosynthesis and metabolism
PN2RF|k141_2127973_1	K00789	Siphoviridae	Amino acid metabolism
PN1GK|k141_90722	K00800	Unclassified	Amino acid metabolism
PN1RI|k141_23790	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1RI|k141_23790	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN1RH|k141_1454225_1	K00390	Myoviridae	Energy metabolism
PN1RH|k141_1454225_1	K00390	Myoviridae	Energy metabolism
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K01784	Myoviridae	Carbohydrate metabolism
PN3LE|k141_895667	K00012	Myoviridae	Carbohydrate metabolism
PN3LE|k141_895667	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K01784	Myoviridae	Carbohydrate metabolism
PN3LE|k141_895667	K06879	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_895667	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN1LE|k141_255890	K00390	Siphoviridae	Energy metabolism
PN1RB|k141_2670363	K00558	Unclassified	Amino acid metabolism
PN16RU|k141_1909879	K06167	Unclassified	Metabolism of other amino acids
PN5CA|k141_23191	K00558	Siphoviridae	Amino acid metabolism
PN5CA|k141_23191	K00789	Siphoviridae	Amino acid metabolism
PN3LA|k141_1347883	K21029	Siphoviridae	"Folding, sorting and degradation"
PN3LA|k141_1347883	K00390	Siphoviridae	Energy metabolism
PN3LA|k141_1347883	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN5LF|k141_192552_1	K00390	Unclassified	Energy metabolism
PN2RB|k141_1548288_1	K00558	Unclassified	Amino acid metabolism
PN16RH|k141_240247	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN11RH|k141_1903279	K01243	Siphoviridae	Amino acid metabolism
PN13RH|k141_2043630	K00390	Unclassified	Energy metabolism
PN13RH|k141_2043630	K00558	Unclassified	Amino acid metabolism
PN6RF|k141_459962	K06167	Siphoviridae	Metabolism of other amino acids
PN16RN|k141_609856	K17398	Myoviridae	Amino acid metabolism
B4|NODE_1_1	K17398	Siphoviridae	Amino acid metabolism
B4|NODE_1_1	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN9RE|k141_79029	K00558	Myoviridae	Amino acid metabolism
PN9RE|k141_79029	K00558	Myoviridae	Amino acid metabolism
PN3RG|k141_2522268	K09482	Unclassified	Translation
PN5LF|k141_613932_1	K00789	Siphoviridae	Amino acid metabolism
PN1RH|k141_3088526	K06167	Siphoviridae	Metabolism of other amino acids
PN3JA|k141_134333_1	K00852	Siphoviridae	Carbohydrate metabolism
PN3CG|k141_625098	K00390	Unclassified	Energy metabolism
PN12RG|k141_960561_1	K00558	Siphoviridae	Amino acid metabolism
PN5RD|k141_689835_1	K17398	Siphoviridae	Amino acid metabolism
PN14RC|k141_664717	K00558	Unclassified	Amino acid metabolism
PN13RE|k141_1365621	K00558	Siphoviridae	Amino acid metabolism
PN13RE|k141_1365621	K00558	Siphoviridae	Amino acid metabolism
PN13RE|k141_1365621	K01198	Siphoviridae	Carbohydrate metabolism
PN1RA|k141_990630	K01854	Siphoviridae	Carbohydrate metabolism
PN10RD|k141_1855552	K00558	Unclassified	Amino acid metabolism
PN10RD|k141_1855552	K06167	Unclassified	Metabolism of other amino acids
PN8RD|k141_396277	K00558	Siphoviridae	Amino acid metabolism
PN8RD|k141_396277	K00600	Siphoviridae	Carbohydrate metabolism
PN1RL|k141_802245	K03639	Siphoviridae	Metabolism of cofactors and vitamins
PN1RL|k141_802245	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN14RC|k141_1491594	K06167	Unclassified	Metabolism of other amino acids
PN15RH|k141_1176790	K00390	Unclassified	Energy metabolism
PN1GJ|k141_176954	K03273	Unclassified	Glycan biosynthesis and metabolism
PN7RI|k141_951844	K00558	Siphoviridae	Amino acid metabolism
PN7RI|k141_951844	K00789	Siphoviridae	Amino acid metabolism
PN7RI|k141_951844	K00558	Siphoviridae	Amino acid metabolism
PN7RC|k141_1699048_1	K00558	Siphoviridae	Amino acid metabolism
PN11RE|k141_2690722	K06920	Unclassified	Metabolism of cofactors and vitamins
PN5LD|k141_822671	K00558	Siphoviridae	Amino acid metabolism
PN5LD|k141_822671	K00789	Siphoviridae	Amino acid metabolism
PN5LD|k141_822671	K00558	Siphoviridae	Amino acid metabolism
PN2JA|k141_59044	K00820	Siphoviridae	Carbohydrate metabolism
PN5LB|k141_716606	K00558	Siphoviridae	Amino acid metabolism
PN15RD|k141_178387	K00558	Siphoviridae	Amino acid metabolism
PN16RG|k141_607733_fragment_2	K00600	Unclassified	Carbohydrate metabolism
PN16RG|k141_607733_fragment_2	K00600	Unclassified	Carbohydrate metabolism
PN16RG|k141_607733_fragment_2	K00558	Unclassified	Amino acid metabolism
PN1RF|k141_963542	K00558	Unclassified	Amino acid metabolism
PN8RN|k141_719105	K06167	Siphoviridae	Metabolism of other amino acids
PN8RN|k141_719105	K17398	Siphoviridae	Amino acid metabolism
PN13RU|k141_1611605	K01208	Siphoviridae	Carbohydrate metabolism
PN16RA|k141_2158984	K00390	Myoviridae	Energy metabolism
PN11RO|k141_742119	K00390	Myoviridae	Energy metabolism
PN11RO|k141_742119	K00558	Myoviridae	Amino acid metabolism
PN16RS|k141_463950	K00558	Unclassified	Amino acid metabolism
PN16RS|k141_463950	K00390	Unclassified	Energy metabolism
PN1CK|k141_518660	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1CK|k141_518660	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN1CK|k141_518660	K01939	Podoviridae_crAss-like	Nucleotide metabolism
PN1CA|k141_1494581	K01051	Unclassified	Carbohydrate metabolism
PN8RL|k141_1596102_1	K00558	Siphoviridae	Amino acid metabolism
PN8RL|k141_1596102_1	K00789	Siphoviridae	Amino acid metabolism
PN2CG|k141_818479	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN5CC|k141_545665	K00789	Unclassified	Amino acid metabolism
PN14RH|k141_1264223_1	K00390	Siphoviridae	Energy metabolism
PN14RH|k141_1264223_1	K06167	Siphoviridae	Metabolism of other amino acids
PN13RT|k141_56118	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN9RI|k141_50737	K00601	Unclassified	Nucleotide metabolism
PN9RI|k141_50737	K00059	Unclassified	Lipid metabolism
PN16RR|k141_110101	K00789	Siphoviridae	Amino acid metabolism
PN8RM|k141_1602513_1	K00789	Siphoviridae	Amino acid metabolism
PN1RD|k141_644478	K01939	Siphoviridae	Nucleotide metabolism
PN13RI|k141_1701258	K00689	Unclassified	Carbohydrate metabolism
PN13RI|k141_1701258	K23144	Unclassified	Carbohydrate metabolism
PN6RQ|k141_815120	K02495	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K06211	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K00763	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K00969	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN6RQ|k141_815120	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN7RN|k141_323106	K17398	Myoviridae	Amino acid metabolism
PN5CF|k141_7776	K00789	Siphoviridae	Amino acid metabolism
PN8RL|k141_933498_1	K00558	Siphoviridae	Amino acid metabolism
PN5RH|k141_1081317	K00979	Unclassified	Glycan biosynthesis and metabolism
PN1RE|k141_1756601	K00390	Siphoviridae	Energy metabolism
PN1RE|k141_1756601	K00558	Siphoviridae	Amino acid metabolism
PN1RL|k141_1963114	K00558	Unclassified	Amino acid metabolism
PN8RH|k141_228515	K17398	Unclassified	Amino acid metabolism
PN5RD|k141_328185	K00390	Myoviridae	Energy metabolism
PN14RM|k141_1089501_1	K00390	Unclassified	Energy metabolism
PN8RF|k141_574269_1	K21029	Siphoviridae	"Folding, sorting and degradation"
PN8RF|k141_574269_1	K00558	Siphoviridae	Amino acid metabolism
PN8RF|k141_574269_1	K00789	Siphoviridae	Amino acid metabolism
PN8RF|k141_574269_1	K00558	Siphoviridae	Amino acid metabolism
PN3RD|k141_1133801_1	K00390	Myoviridae	Energy metabolism
PN1RG|k141_606774	K00558	Unclassified	Amino acid metabolism
PN9RE|k141_1066940	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1RB|k141_500191	K00558	Unclassified	Amino acid metabolism
PN6RD|k141_8401	K00558	Siphoviridae	Amino acid metabolism
PN6RD|k141_8401	K00789	Siphoviridae	Amino acid metabolism
PN6RD|k141_8401	K00558	Siphoviridae	Amino acid metabolism
PN16RE|k141_696884	K01737	Unclassified	Metabolism of cofactors and vitamins
PN16RE|k141_696884	K10026	Unclassified	Metabolism of cofactors and vitamins
PN16RE|k141_696884	K01495	Unclassified	Metabolism of cofactors and vitamins
PN16RE|k141_696884	K06920	Unclassified	Metabolism of cofactors and vitamins
PN8RR|k141_1416031	K09882	Unclassified	Metabolism of cofactors and vitamins
PN13RI|k141_768064	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN15RB|k141_828377	K00558	Quimbyviridae	Amino acid metabolism
PN15RF|k141_1197651	K00789	Siphoviridae	Amino acid metabolism
PN15RF|k141_1197651	K00390	Siphoviridae	Energy metabolism
PN3DG|k141_89532	K00390	Unclassified	Energy metabolism
PN1RI|k141_879901	K07260	Unclassified	Glycan biosynthesis and metabolism
PN1RI|k141_879901	K06131	Unclassified	Lipid metabolism
PN1RI|k141_879901	K00558	Unclassified	Amino acid metabolism
J160|NODE_13	K00287	Siphoviridae	Metabolism of cofactors and vitamins
J160|NODE_13	K01874	Siphoviridae	Metabolism of other amino acids
J160|NODE_13	K21140	Siphoviridae	"Folding, sorting and degradation"
J160|NODE_13	K09883	Siphoviridae	Metabolism of cofactors and vitamins
J160|NODE_13	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN3GA|k141_388291	K00390	Myoviridae	Energy metabolism
PN3GA|k141_388291	K00973	Myoviridae	Glycan biosynthesis and metabolism
PN6RM|k141_1271222	K19668	Siphoviridae	Carbohydrate metabolism
PN3LA|k141_1628296_1	K06167	Siphoviridae	Metabolism of other amino acids
PN3LA|k141_1628296_1	K00558	Siphoviridae	Amino acid metabolism
PN2RF|k141_868067	K06167	Unclassified	Metabolism of other amino acids
PN2RF|k141_868067	K00558	Unclassified	Amino acid metabolism
PN2CJ|k141_2372960	K00789	Unclassified	Amino acid metabolism
PN13RP|k141_511325_1	K06167	Siphoviridae	Metabolism of other amino acids
PN15RE|k141_1290647	K21029	Unclassified	"Folding, sorting and degradation"
PN5LF|k141_658853	K00558	Siphoviridae	Amino acid metabolism
PN3LD|k141_742240_1	K00789	Siphoviridae	Amino acid metabolism
PN3LD|k141_742240_1	K00558	Siphoviridae	Amino acid metabolism
PN5LA|k141_201479_1	K00558	Unclassified	Amino acid metabolism
PN13RE|k141_941482	K00558	Siphoviridae	Amino acid metabolism
PN14RP|k141_305389	K06998	Siphoviridae	Biosynthesis of other secondary metabolites
PN13RI|k141_543612	K00390	Unclassified	Energy metabolism
PN14RP|k141_1218091_1	K00558	Siphoviridae	Amino acid metabolism
PN14RH|k141_102718	K06920	Unclassified	Metabolism of cofactors and vitamins
PN14RH|k141_102718	K01495	Unclassified	Metabolism of cofactors and vitamins
PN14RH|k141_102718	K10026	Unclassified	Metabolism of cofactors and vitamins
PN14RH|k141_102718	K01737	Unclassified	Metabolism of cofactors and vitamins
PN1CA|k141_708544	K06167	Unclassified	Metabolism of other amino acids
PN5RG|k141_794656	K00789	Siphoviridae	Amino acid metabolism
PN5RA|k141_1144443	K00789	Siphoviridae	Amino acid metabolism
PN5RA|k141_1144443	K00558	Siphoviridae	Amino acid metabolism
PN5RA|k141_1144443	K00390	Siphoviridae	Energy metabolism
PN5RA|k141_1144443	K07404	Siphoviridae	Carbohydrate metabolism
PN6RC|k141_1099566	K00558	Unclassified	Amino acid metabolism
PN9RJ|k141_1760072	K21140	Siphoviridae	"Folding, sorting and degradation"
PN5CE|k141_651158_1	K00558	Siphoviridae	Amino acid metabolism
PN5CE|k141_651158_1	K06167	Siphoviridae	Metabolism of other amino acids
PN5CE|k141_651158_1	K00558	Siphoviridae	Amino acid metabolism
PN5CC|k141_545668	K00558	Siphoviridae	Amino acid metabolism
PN1RJ|k141_1764098	K00558	Siphoviridae	Amino acid metabolism
PN1RJ|k141_1764098	K00390	Siphoviridae	Energy metabolism
PN16RD|k141_1186511	K00789	Unclassified	Amino acid metabolism
PN3LE|k141_752456	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN3LE|k141_752456	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN11RI|k141_1439699	K22227	Unclassified	Metabolism of cofactors and vitamins
PN7RL|k141_1212350_1	K00789	Siphoviridae	Amino acid metabolism
PN7RL|k141_1212350_1	K00558	Siphoviridae	Amino acid metabolism
PN3RD|k141_1780537_1	K17398	Siphoviridae	Amino acid metabolism
PN1RB|k141_1121190	K17398	Unclassified	Amino acid metabolism
PN2CB|k141_2346237	K09882	Siphoviridae	Metabolism of cofactors and vitamins
J1121|NODE_9_1	K00558	Siphoviridae	Amino acid metabolism
PN7RO|k141_1281476	K00600	Siphoviridae	Carbohydrate metabolism
PN7RO|k141_1281476	K00558	Siphoviridae	Amino acid metabolism
PN7RO|k141_1281476	K00789	Siphoviridae	Amino acid metabolism
PN5RF|k141_223830_fragment_2	K00558	Unclassified	Amino acid metabolism
PN12RG|k141_726467	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_2068615	K17398	Myoviridae	Amino acid metabolism
PN1CC|k141_696250	K01491	Quimbyviridae	Energy metabolism
PN3CD|k141_551667	K01460	Myoviridae	Metabolism of other amino acids
PN4RG|k141_1479583	K01491	Siphoviridae	Energy metabolism
PN14RH|k141_375210_1	K00789	Siphoviridae	Amino acid metabolism
PN14RH|k141_375210_1	K00558	Siphoviridae	Amino acid metabolism
PN1RD|k141_2893035	K14652	Siphoviridae	Metabolism of cofactors and vitamins
PN3LE|k141_194468_1	K00558	Siphoviridae	Amino acid metabolism
PN9RE|k141_45117	K06167	Quimbyviridae	Metabolism of other amino acids
PN6RO|k141_595099_1	K00558	Siphoviridae	Amino acid metabolism
PN13RI|k141_948763	K06167	Quimbyviridae	Metabolism of other amino acids
PN13RI|k141_948763	K17398	Quimbyviridae	Amino acid metabolism
H6|NODE_9_1	K00558	Siphoviridae	Amino acid metabolism
H6|NODE_9_1	K00505	Siphoviridae	Amino acid metabolism
PN13RQ|k141_567129	K00390	Unclassified	Energy metabolism
PN4RG|k141_259473_1	K00558	Siphoviridae	Amino acid metabolism
PN4RG|k141_259473_1	K00789	Siphoviridae	Amino acid metabolism
PN4RG|k141_259473_1	K00558	Siphoviridae	Amino acid metabolism
PN3RF|k141_2025656	K00558	Siphoviridae	Amino acid metabolism
PN8RN|k141_506701	K17398	Siphoviridae	Amino acid metabolism
PN16RV|k141_1293095	K00558	Unclassified	Amino acid metabolism
PN8RR|k141_1415977	K08679	Unclassified	Carbohydrate metabolism
PN1RE|k141_1501712	K00558	Siphoviridae	Amino acid metabolism
PN1GD|k141_138660_1	K07407	Unclassified	Carbohydrate metabolism
PN9RB|k141_625557	K09883	Unclassified	Metabolism of cofactors and vitamins
PN9RB|k141_625557	K09882	Unclassified	Metabolism of cofactors and vitamins
PN6RQ|k141_471663	K00558	Siphoviridae	Amino acid metabolism
PN6RQ|k141_471663	K06167	Siphoviridae	Metabolism of other amino acids
PN3CF|k141_2134296	K00789	Siphoviridae	Amino acid metabolism
PN10RK|k141_2267821	K05396	Siphoviridae	Amino acid metabolism
PN10RK|k141_2267821	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN5CE|k141_88774	K00558	Quimbyviridae	Amino acid metabolism
PN1RI|k141_457342	K01939	Siphoviridae	Nucleotide metabolism
PN3RE|k141_1225599	K00558	Unclassified	Amino acid metabolism
