DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN6RC_k141_2341319	53.83
PN6RC_k141_2452996	74.64
PN6RC_k141_2863568	76.83
PN6RC_k141_2942248	64.47
PN6RC_k141_2952009_1	85.18
PN6RC_k141_3239606	80.18
PN6RC_k141_3242060	100
PN6RD_k141_1500483	53.78
PN6RD_k141_2268738_1	100
PN6RD_k141_31315	68.65
PN6RE_k141_10451	54.84
PN6RE_k141_1608755	79.06
PN6RE_k141_1768508	100
PN6RE_k141_1904786	100
PN6RE_k141_292450	92.37
PN6RE_k141_870521_1	91.06
PN6RF_k141_1308735	100
PN6RF_k141_1323320	100
PN6RF_k141_1524361	72.82
PN6RF_k141_1646794_1	67.52
PN6RF_k141_1684270_1	100
PN6RF_k141_1792146	100
PN6RF_k141_1792154	100
PN6RF_k141_671498_1	82.26
PN6RG_k141_1500270_1	84.65
PN6RH_k141_1845810	83.3
PN6RH_k141_2126014	64.99
PN6RH_k141_2155965	78.97
PN6RI_k141_1877016_1	68.66
PN6RI_k141_439326_1	86.67
PN6RI_k141_462236	70.08
PN6RI_k141_4678_1	100
PN6RI_k141_536790_1	88.07
PN6RJ_k141_1105688	83
PN6RJ_k141_1358062_1	90.01
PN6RJ_k141_1692854	52.97
PN6RK_k141_888144	72.11
PN6RL_k141_100579	96.52
PN6RL_k141_1280575	100
PN6RL_k141_1514778	100
PN6RL_k141_1716219	64.7
PN6RL_k141_1953086	67.59
PN6RL_k141_2122253	100
PN6RL_k141_2322903	90.43
PN6RL_k141_387251	91.4
PN6RM_k141_1254259	100
PN6RM_k141_313621_1	94.2
PN6RM_k141_849111	100
PN6RN_k141_198801	100
PN6RN_k141_404847_1	58.62
PN6RN_k141_406580	84.25
PN6RO_k141_1109330	100
PN6RO_k141_1189775	100
PN6RO_k141_1292264_1	96.4
PN6RO_k141_1301160_1	60.07
PN6RO_k141_1595288_1	96.1
PN6RO_k141_211040	100
PN6RO_k141_489257	90.95
PN6RO_k141_626709	61.99
PN6RO_k141_68666	79.5
PN6RO_k141_758526	50.71
PN6RO_k141_822772	69.9
PN6RO_k141_935635	100
PN6RP_k141_149884	68.9
PN6RP_k141_1661921	87.64
PN6RP_k141_547862	100
PN6RQ_k141_1411743	51.88
PN6RQ_k141_688363	64.13
PN6RR_k141_1245107	100
PN6RR_k141_1802082	74.2
PN6RR_k141_191738	78.01
PN6RR_k141_226390	100
PN6RR_k141_277978	91.98
PN6RS_k141_204465	54.14
PN6RS_k141_2073160	67
PN6RS_k141_2073216	100
PN6RS_k141_868852	79.33
PN6RT_k141_140429	74.89
PN7RA_k141_1238866	52.79
PN7RA_k141_1277277	100
PN7RA_k141_270448	73.34
PN7RA_k141_366524	68.43
PN7RA_k141_655051	100
PN7RA_k141_841369_1	100
PN7RB_k141_1301846	98.97
PN7RB_k141_163604	100
PN7RB_k141_1719376	100
PN7RB_k141_617360	65.68
PN7RB_k141_760529	98.83
PN7RC_k141_1517110	89.64
PN7RC_k141_1722821	75.29
PN7RC_k141_422077	100
PN7RC_k141_673102	100
PN7RD_k141_1004490	100
PN7RD_k141_1070672	100
PN7RD_k141_1167704	100
PN7RD_k141_430180	79.2
PN7RD_k141_563535	100
PN7RD_k141_622025	75.23
PN7RD_k141_713523	88.28
PN7RD_k141_751590	75.05
PN7RD_k141_839695	100
PN7RD_k141_870762	100
PN7RE_k141_1212269	97.74
PN7RE_k141_1332564	59.57
PN7RE_k141_1481881	100
PN7RE_k141_1495404	87.94
PN7RE_k141_1587123	100
PN7RE_k141_20763	100
PN7RE_k141_529961	71.66
PN7RE_k141_723978	100
PN7RE_k141_800654	87.71
PN7RE_k141_845352	60.78
PN7RE_k141_917974	93.39
PN7RF_k141_1091465	78.28
PN7RF_k141_1153765	53.43
PN7RF_k141_1427867	100
PN7RF_k141_1507632	98.06
PN7RF_k141_1526765_1	65.67
PN7RF_k141_163680	57.58
PN7RF_k141_1689160	56.04
PN7RF_k141_1791577	91.49
PN7RF_k141_1963274	51.35
PN7RF_k141_2081972	100
PN7RF_k141_619920	60.8
PN7RF_k141_918613	100
PN7RF_k141_999117	66.87
PN7RG_k141_1742717	78.1
PN7RG_k141_1748556	100
PN7RG_k141_1795509_1	52.76
PN7RG_k141_513741	51.8
PN7RG_k141_638746	96.03
PN7RG_k141_943104	100
PN7RG_k141_986914	54.09
PN7RH_k141_1521578	100
PN7RH_k141_1610760	59.74
PN7RH_k141_180440	71.63
PN7RH_k141_318767	83.52
PN7RH_k141_36206	70.87
PN7RH_k141_804485	95.36
PN7RH_k141_966977	51.15
PN7RI_k141_114589	52.49
PN7RI_k141_1150724	54.47
PN7RI_k141_1470491	68.09
PN7RI_k141_1570416	85.23
PN7RI_k141_1659980	55.29
PN7RI_k141_422358_1	62.36
PN7RI_k141_516197	81.17
PN7RI_k141_826842	72.96
PN7RJ_k141_1466095	100
PN7RJ_k141_277613	87.08
PN7RJ_k141_330186	61.13
PN7RJ_k141_954023	94.06
PN7RK_k141_1217707	79.07
PN7RK_k141_1831834	100
PN7RK_k141_1985587	66.03
PN7RK_k141_2404778	90.84
PN7RK_k141_2422357	100
PN7RK_k141_24924	50.02
PN7RK_k141_466836	54.15
PN7RK_k141_484604	100
PN7RK_k141_622957	63.78
PN7RL_k141_1218083	78.27
PN7RL_k141_1384741_1	79.1
PN7RL_k141_1450571	69.43
PN7RL_k141_1565061	95.26
PN7RL_k141_1620007	100
PN7RL_k141_258829	100
PN7RL_k141_405775	60.51
PN7RL_k141_566720	53.9
PN7RL_k141_610889	53.17
PN7RL_k141_715450	100
PN7RM_k141_1069896	76.98
PN7RM_k141_1356131	61.69
PN7RM_k141_146029	100
PN7RM_k141_1616553	79.33
PN7RM_k141_275468	91.75
PN7RM_k141_73227	100
PN7RN_k141_1442219	86
PN7RN_k141_1755251_1	100
PN7RN_k141_2235052	100
PN7RN_k141_274482	54.57
PN7RN_k141_992565	100
PN7RO_k141_1132777	55.91
PN7RO_k141_1211468	59.89
PN7RO_k141_1217048	71.2
PN7RO_k141_185652	70.3
PN7RO_k141_340223	100
PN7RO_k141_357087	50.46
PN7RO_k141_376986	100
PN7RO_k141_420519	80.55
PN7RO_k141_759391	64.14
PN7RO_k141_823114	70.54
PN7RO_k141_838452	76.61
PN7RO_k141_959685	63.06
PN7RO_k141_972622	57.29
PN7RP_k141_500957	80.45
PN7RP_k141_921672	64
PN7RQ_k141_1182332	75.85
PN7RQ_k141_1244942	79.43
PN7RQ_k141_1291474_1	89.48
PN7RQ_k141_130485	91.25
PN7RQ_k141_673304	100
PN7RR_k141_1019639_1	100
PN7RR_k141_1404279	71.31
PN7RR_k141_1407969	73.7
PN7RR_k141_1451437	100
PN7RR_k141_351287_1	92.36
PN7RR_k141_360224	100
PN7RR_k141_832587	53.38
PN7RR_k141_920203	100
PN7RS_k141_1138458_1	58.43
PN7RS_k141_1190078	66.11
PN7RS_k141_1286623	100
PN7RS_k141_611232	100
PN7RT_k141_2262780	100
PN7RT_k141_611060	55.91
PN7RT_k141_779256	100
PN7RT_k141_783121	56.27
PN7RT_k141_788823	75.93
PN7RU_k141_1596254	54
PN7RV_k141_1218653	100
PN7RV_k141_484025	58.98
PN7RV_k141_529539	92.31
PN7RV_k141_669143	66.51
PN7RV_k141_908639	62.3
PN8RA_k141_48385	54.54
PN8RA_k141_905252	57.28
PN8RA_k141_9764	81.09
PN8RB_k141_1327355	81.44
PN8RB_k141_371882	91.95
PN8RB_k141_454853	100
PN8RB_k141_522625	71.71
PN8RB_k141_564816	100
PN8RB_k141_956384	62.34
PN8RC_k141_102622	69.46
PN8RC_k141_195311	55.05
PN8RC_k141_489774	65.97
PN8RC_k141_854899_1	95.17
PN8RC_k141_960058	95.28
PN8RD_k141_1019929	100
PN8RD_k141_1255435	61.25
PN8RD_k141_1404464	94.96
PN8RD_k141_1418700	100
PN8RD_k141_222698	62.08
PN8RD_k141_224529	73.46
PN8RD_k141_290808	62.76
PN8RD_k141_350458	84.24
PN8RD_k141_391821	100
PN8RD_k141_64568	93.11
PN8RD_k141_961992	100
PN8RE_k141_1221276	91.93
PN8RE_k141_1225485	95.87
PN8RE_k141_1280824	97.65
PN8RE_k141_23513	53.45
PN8RE_k141_58666	66.6
PN8RF_k141_1202006	100
PN8RF_k141_1280131_1	89.88
PN8RF_k141_1358428_1	100
PN8RF_k141_1360372	100
PN8RF_k141_163351	100
PN8RF_k141_62521_1	71.67
PN8RF_k141_8838	98.55
PN8RG_k141_1044820	75.06
PN8RG_k141_1098516	100
PN8RG_k141_1307429	100
PN8RG_k141_165317	53.76
PN8RG_k141_407267	71.67
PN8RH_k141_1006419	73.16
PN8RH_k141_18208_1	86.77
PN8RH_k141_550301	76.82
PN8RH_k141_715014_1	97.04
PN8RH_k141_778564	100
PN8RH_k141_785636	99.89
PN8RH_k141_796857	77.26
PN8RI_k141_1112897	70.65
PN8RI_k141_1297808	61.4
PN8RI_k141_1299937	90.78
PN8RI_k141_563206_1	69.85
PN8RI_k141_754720	91.33
PN8RJ_k141_106813	55.44
PN8RJ_k141_110964	100
PN8RJ_k141_1202466_1	64.95
PN8RJ_k141_1410659	100
PN8RJ_k141_269737	63.65
PN8RJ_k141_39980	52.93
PN8RJ_k141_446404_1	83.57
PN8RJ_k141_593455	61.55
PN8RJ_k141_644216_1	77.42
PN8RJ_k141_667928	95.03
PN8RJ_k141_717502	100
PN8RJ_k141_893437	87.65
PN8RK_k141_1008648_1	86.85
PN8RK_k141_1121304	72.59
PN8RK_k141_195110_1	69.47
PN8RK_k141_57474	59.28
PN8RK_k141_632168	100
PN8RK_k141_700123_1	96.84
PN8RK_k141_820928	53.49
PN8RL_k141_1659745	80.1
PN8RL_k141_1781815	100
PN8RL_k141_20945_1	57.12
PN8RL_k141_346740	87.09
PN8RL_k141_452315	71.82
PN8RM_k141_1119990	100
PN8RM_k141_1320283	86.61
PN8RM_k141_1553942	63.56
PN8RM_k141_1738869	86.16
PN8RM_k141_1773423	100
PN8RM_k141_1773425	100
PN8RM_k141_191726	97.93
PN8RM_k141_28890	82.03
PN8RM_k141_292513	54.69
PN8RM_k141_304441	76.08
PN8RM_k141_328584	77.45
PN8RM_k141_508451	95.11
PN8RM_k141_63249	62.9
PN8RM_k141_684863	100
PN8RM_k141_739007	84.58
PN8RM_k141_888148	66.26
PN8RM_k141_888260	95.46
PN8RN_k141_1112183	62.94
PN8RN_k141_205978	64.16
PN8RN_k141_404337	98.46
PN8RN_k141_616824	78.94
PN8RN_k141_707765	56.21
PN8RN_k141_774632	50.7
PN8RN_k141_77558	100
PN8RN_k141_784300	85.1
PN8RO_k141_127277_1	97.51
PN8RO_k141_1289523	82.4
PN8RO_k141_1415432	97.4
PN8RO_k141_1641543	100
PN8RO_k141_185490	100
PN8RO_k141_509478	100
PN8RP_k141_1200367_1	77.92
PN8RP_k141_309309_1	92.78
PN8RP_k141_454351	53.38
PN8RP_k141_573613_1	100
PN8RQ_k141_1249176	63.87
PN8RQ_k141_1358735_1_fragment_2	90.76
PN8RQ_k141_150784	57.49
PN8RQ_k141_75398	60.51
PN8RQ_k141_989287	73.98
PN8RR_k141_1375320_1	63.3
PN8RR_k141_1416014	100
PN8RR_k141_162807	95.14
PN8RR_k141_357752	64.22
PN8RR_k141_424709	100
PN8RR_k141_433655	73.95
PN8RR_k141_444049	60.74
PN8RR_k141_502474	59.82
PN8RR_k141_69532_1	59.96
PN8RR_k141_714337	52.57
PN8RR_k141_774866	95.9
PN8RR_k141_864063	53.75
PN8RS_k141_1087339	100
PN8RS_k141_1105934	89.13
PN8RS_k141_1245204	58.17
PN8RS_k141_1273873	50.07
PN8RS_k141_1293490	70.01
PN8RS_k141_1394220	62.64
PN8RS_k141_353199	96.67
PN8RS_k141_418229	84.47
PN8RS_k141_742095	78.55
PN8RS_k141_786640	55.92
PN9RA_k141_1218141	55.26
PN9RD_k141_1335676	51.22
PN9RD_k141_1718692	70.67
PN9RD_k141_215526	81.88
PN9RD_k141_72247	60.67
PN9RE_k141_1869683	100
PN9RF_k141_1998944	100
PN9RG_k141_1088505	93.32
PN9RG_k141_1731105	100
PN9RG_k141_37644	98.17
PN9RH_k141_968780	55.18
PN9RI_k141_112220_1	85.06
PN9RJ_k141_1250851	63.37
PN9RJ_k141_126410	87.58
PN9RJ_k141_26463	71.4
PN9RJ_k141_367738	69.73
PN9RJ_k141_367743	57.98
PN9RJ_k141_623533	100
PN9RJ_k141_801827	50.79
PN9RK_k141_1291474	69.01
PN9RK_k141_620938	98.01
PN9RL_k141_1338455	57.66
PN9RL_k141_642464	54.83
PN9RM_k141_167958	67.01
PN9RO_k141_1180504	57.27
PN9RO_k141_1660785	73.95
PN9RO_k141_894151	96.77
PN9RP_k141_1507197	92.94
Q21_NODE_23_1	71.63
R126_NODE_18_1	100
R75_NODE_4_1	62.61
R76_NODE_10_1	100
R99_NODE_164	80.25
TY10_NODE_8_1	82.76
PN1CJ_k141_1538820	74.3
PN8RJ_k141_552379	55.08
PN2CH_k141_1978790	100
PN9RL_k141_1903383	100
PN16RC_k141_2142869	100
J630_NODE_4_1	100
PN10RH_k141_2265385	72.6
PN12RC_k141_218904_1	52.59
PN14RP_k141_1449823	76.44
PN14RQ_k141_1082171	78.45
PN14RS_k141_1338690_1_fragment_1	100
PN15RB_k141_1587629	100
PN1CJ_k141_1107148_1	70.22
PN1RC_k141_2784232	100
PN1RI_k141_244811_1	100
PN1RJ_k141_21592	69.64
PN3GB_k141_136523	89.08
PN3RE_k141_1436262	56.07
PN5CF_k141_95761	89.09
PN5JA_k141_196522_1	61.15
PN5RB_k141_131001_1	96.23
PN5RH_k141_360529	63.65
PN6RF_k141_290931	100
PN6RP_k141_1779703	71.37
PN7RO_k141_1303756	55.42
PN8RD_k141_202628	80.36
PN8RP_k141_38011	57.52
PN13RL_k141_1809325	96.2
PN14RK_k141_1531161	100
PN15RO_k141_786631	68.29
PN1RH_k141_707612	88.71
PN2CH_k141_1595498	74.95
PN5IH_k141_12393	100
PN9RP_k141_1447538	95.93
PN11RG_k141_901410	100
PN13RH_k141_509682	66.19
PN15RE_k141_187531	86.1
PN15RP_k141_1261726	95.74
PN1CF_k141_786075	100
PN1CG_k141_680414	100
PN3CD_k141_1525886	58.78
PN5CB_k141_563742	100
PN10RT_k141_1872219	100
PN13RP_k141_852750	100
PN13RT_k141_8202	100
PN16RR_k141_590254	94.97
PN16RU_k141_2177304	100
PN1RI_k141_1426593	100
PN7RK_k141_2313542	95.6
PN7RQ_k141_1967579	100
PN8RC_k141_427281	100
PN7RM_k141_1051116	69.53
CH41_NODE_3_1	100
J1406_NODE_1_1	99.92
J2-1_NODE_2_1	54.51
PN10RC_k141_1371786_1	93.38
PN10RK_k141_2074259	100
PN10RK_k141_546121	99.79
PN10RL_k141_1876712	100
PN10RL_k141_775161	100
PN10RM_k141_824557_1	57.2
PN10RR_k141_1003756	74.24
PN11RA_k141_2106867	55.12
PN11RI_k141_99046	84.33
PN12RA_k141_927627	50.46
PN12RG_k141_252288	56.41
PN12RG_k141_299046	78.12
PN12RG_k141_930711	100
PN12RH_k141_1345120	76.17
PN12RJ_k141_1781765	87.15
PN13RA_k141_1148318	95.61
PN13RE_k141_1551744	58.09
PN13RE_k141_1580265	100
PN13RG_k141_64910	100
PN13RH_k141_265040	62.64
PN13RI_k141_1116564	68.81
PN13RI_k141_1298280	97.86
PN13RI_k141_1624497	100
PN13RJ_k141_1724669	85.86
PN13RK_k141_455714	100
PN13RL_k141_1174688	95.23
PN13RL_k141_810070_1	88.29
PN13RM_k141_476830	79.96
PN13RN_k141_478660	68.89
PN13RO_k141_213607	52.28
PN13RP_k141_1270585	89.33
PN13RU_k141_2044794	100
PN14RC_k141_1491586	100
PN14RC_k141_1491593	100
PN14RF_k141_278432	64.69
PN14RF_k141_500513	100
PN14RG_k141_1200157	70.28
PN14RL_k141_178622	100
PN14RM_k141_834773_1	100
PN14RN_k141_195930_1	71.36
PN14RP_k141_1245201	74.72
PN14RP_k141_185206	89.27
PN14RP_k141_281735	78.59
PN14RP_k141_306527	86.81
PN15RA_k141_211459	62.85
PN15RB_k141_131079	75.5
PN15RE_k141_612749	100
PN15RF_k141_543628	100
PN15RF_k141_65152	71.15
PN15RF_k141_771496	50.37
PN15RG_k141_99406	100
PN15RH_k141_1067029	95.52
PN15RH_k141_1247463	76.53
PN15RI_k141_212503	67.69
PN15RK_k141_468321	89.93
PN15RL_k141_4850	50.76
PN16RA_k141_2355383	100
PN16RC_k141_1822126	95.63
PN16RE_k141_593313	76.46
PN16RF_k141_2023108	100
PN16RM_k141_1859	64.12
PN16RP_k141_1124870	80.45
PN1CA_k141_550183	57.95
PN1CB_k141_1849213	100
PN1CC_k141_16028_1	100
PN1CH_k141_810082	100
PN1CJ_k141_425443	88.56
PN1JE_k141_493239	81.26
PN1JF_k141_56312	67.48
PN1LC_k141_1343455	100
PN1LG_k141_775130_1	54.64
PN1RA_k141_146248	95.41
PN1RA_k141_1910072	76.11
PN1RA_k141_2242843	69.37
PN1RA_k141_4399294	100
PN1RA_k141_4399322	100
PN1RD_k141_1686666	62.91
PN1RD_k141_325874	54.21
PN1RD_k141_581716	100
PN1RE_k141_1315456	73.48
PN1RE_k141_50357	98.94
PN1RE_k141_894331	84.57
PN1RE_k141_899991_1	99.32
PN1RG_k141_520768	89.48
PN1RH_k141_1616080	59.63
PN1RH_k141_1846805	100
PN1RH_k141_2344809	87.17
PN1RH_k141_3088506	100
PN1RH_k141_440105	100
PN1RH_k141_709530	68.32
PN1RI_k141_959228	72.45
PN1RJ_k141_694816	92.37
PN1RJ_k141_95304	100
PN1RK_k141_2791365	63.3
PN1RK_k141_3028284	68.33
PN1RL_k141_1021650	50.3
PN1RL_k141_1705863	64.13
PN1RL_k141_947702	90.56
PN2CA_k141_1416687	74
PN2CA_k141_240490	100
PN2CD_k141_1776313_1	54.85
PN2JG_k141_91417	74.3
PN2LA_k141_500320	60.66
PN2LI_k141_635799	100
PN2RA_k141_186196	95.29
PN2RA_k141_2091834	95.2
PN2RG_k141_1456402	71.54
PN2RG_k141_507689	59.95
PN3CD_k141_1181921	100
PN3CF_k141_1066935	63.7
PN3CF_k141_2614888	55.71
PN3CF_k141_376321	100
PN3CG_k141_1254072	98.55
PN3CG_k141_1433310	100
PN3LH_k141_2303514	100
PN3LH_k141_2622391	100
PN3RD_k141_1375315	57.36
PN3RD_k141_1903276	77.86
PN3RF_k141_2620380	64.92
PN4RA_k141_1149581	75.53
PN4RE_k141_334082	99.9
PN4RF_k141_501339	100
PN5CB_k141_215635	83.36
PN5CC_k141_428189_1	68.19
PN5CE_k141_446310	100
PN5CE_k141_622367	64.41
PN5CG_k141_23716	96.88
PN5CG_k141_495824_1	100
PN5IH_k141_150187_1	85.59
PN5LA_k141_175264_1	99.45
PN5LA_k141_312955_1	70.91
PN6RE_k141_1850010	100
PN6RO_k141_1661859	100
PN7RF_k141_2081924	100
PN7RI_k141_1405423	86.93
PN7RI_k141_1643397	50.48
PN7RK_k141_535741	100
PN7RO_k141_1695171	100
PN7RQ_k141_11804	100
PN8RA_k141_671593	75.17
PN8RA_k141_749121	54.41
PN8RB_k141_1534990	51.18
PN8RC_k141_243480	67.96
PN8RC_k141_324844	54.45
PN8RD_k141_1517387	88.48
PN8RE_k141_394160	100
PN8RE_k141_66740	87.55
PN8RF_k141_1304733	90.5
PN8RJ_k141_102584	100
PN8RJ_k141_838063	88.56
PN8RK_k141_351306	100
PN8RN_k141_1306999	54.27
PN8RO_k141_567155	82.3
PN8RP_k141_394309	83.49
PN8RP_k141_431044	100
PN8RP_k141_473552	100
PN8RR_k141_1136766	53.33
PN8RS_k141_241990	52.24
PN8RS_k141_29557	87.04
PN8RS_k141_385782	67.39
PN9RK_k141_1098845	100
PN9RK_k141_1153680	77.16
PN13RD_k141_2119452	100
PN13RR_k141_1493163	100
PN5CB_k141_689847	100
PN5CD_k141_204677	100
PN10RE_k141_1989064	59.68
PN10RF_k141_542221	100
PN10RH_k141_1094854	100
PN10RH_k141_216085	52.98
PN10RL_k141_616879	64.38
PN10RL_k141_921375	100
PN10RM_k141_910357_fragment_2	82.39
PN10RR_k141_1520381	100
PN11RA_k141_1216636	67.53
PN11RA_k141_2011539	77.92
PN11RB_k141_2009907_1	77.04
PN11RB_k141_84998	79.58
PN11RF_k141_2193383	52.46
PN11RF_k141_2642340	100
PN11RH_k141_1297361_1	100
PN11RI_k141_1744530	75.65
PN11RI_k141_2174519	89.33
PN11RI_k141_2252154	100
PN11RI_k141_2252170	100
PN11RJ_k141_2629171	55.5
PN12RB_k141_1148777	77.37
PN12RD_k141_777283	98.18
PN12RJ_k141_1887489	100
PN13RB_k141_1356816	100
PN13RC_k141_1159726	53.46
PN13RC_k141_1536025	64.59
PN13RD_k141_2183223	100
PN13RD_k141_365280	97.1
PN13RE_k141_1580282	100
PN13RF_k141_2155545	91.94
PN13RI_k141_640783	90.88
PN13RK_k141_1592285	54.47
PN13RL_k141_68908	77.99
PN13RM_k141_1313645	91.6
PN13RN_k141_464293	88.97
PN13RN_k141_708406_1	60.93
PN13RP_k141_12769	55.8
PN13RP_k141_1594279	53.6
PN13RP_k141_352451	57.96
PN13RQ_k141_1931242	95.07
PN13RQ_k141_200450	92.48
PN13RQ_k141_736015	100
PN14RB_k141_1013149	96.19
PN14RC_k141_536679_fragment_1	100
PN14RC_k141_660877_1_fragment_1	53.75
PN14RD_k141_1931364	79.99
PN14RE_k141_1257099	100
PN14RF_k141_1477090	60.28
PN14RF_k141_245632	63.64
PN14RH_k141_935706	100
PN14RI_k141_129304	90.89
PN14RJ_k141_1186501	100
PN14RJ_k141_45867	62.54
PN14RK_k141_119277	78.72
PN14RM_k141_277529	62.17
PN14RM_k141_326609_1	97.01
PN14RM_k141_890597	72.85
PN14RO_k141_1052326	74.94
PN14RO_k141_34975	100
PN14RP_k141_489455	100
PN15RA_k141_149397	60.26
PN15RA_k141_796770	52.49
PN15RB_k141_1038531	100
PN15RB_k141_1066434	93.35
PN15RB_k141_1280984	90.88
PN15RB_k141_378384	59.06
PN15RB_k141_502789	100
PN15RC_k141_1170328	73.36
PN15RE_k141_1240851	75.17
PN15RF_k141_1226945	61.94
PN15RF_k141_248229	75.82
PN15RF_k141_473823	62.66
PN15RF_k141_495011	79.02
PN15RG_k141_515062	99.17
PN15RI_k141_478632	59.02
PN15RK_k141_62147	91.08
PN15RL_k141_715277	57.67
PN15RM_k141_485008	66.44
PN15RO_k141_1019726	51.09
PN15RO_k141_265786	100
PN15RP_k141_1306991	100
PN15RP_k141_1463982	100
PN15RP_k141_1525950	99.86
PN16RA_k141_472241	93.75
PN16RB_k141_1623486	100
PN16RE_k141_499397	100
PN16RE_k141_626270	76.57
PN16RE_k141_711352	74.97
PN16RH_k141_1054227	72.41
PN16RL_k141_1458738	71.89
PN16RM_k141_1239044	100
PN16RM_k141_1370685	87.48
PN16RN_k141_294050	79.86
PN16RU_k141_1371239	67.38
PN16RV_k141_1830663_fragment_1	66.42
PN1CA_k141_571811	51.79
PN1CD_k141_309050	71.59
PN1CE_k141_1112715	100
PN1CE_k141_729195	100
PN1CF_k141_915102	100
PN1CL_k141_1487416	100
PN1GC_k141_47103	100
PN1LH_k141_1033107	88.95
PN1RD_k141_1448473	87.95
PN1RD_k141_1717402	95.54
PN1RE_k141_1178097	50.43
PN1RE_k141_85174	90.75
PN1RF_k141_1162470	57.54
PN1RG_k141_722053	95.43
PN1RH_k141_1848620	100
PN1RH_k141_286901	92.03
PN1RH_k141_2916572	57.49
PN1RJ_k141_1020905	100
PN1RK_k141_1256421	100
PN1RK_k141_1648114	98.36
PN1RK_k141_1985411	100
PN1RK_k141_2443338	50.86
PN2CA_k141_1385142	51.43
PN2CC_k141_247110_1	67.47
PN2CE_k141_1103254	100
PN2CE_k141_658188	51.5
PN2CI_k141_128577	100
PN2GJ_k141_173977_1	100
PN2LI_k141_1462311	69.15
PN2RG_k141_2237542	100
PN2RG_k141_796967	91.18
PN3CF_k141_1196483	55.48
PN3CG_k141_1605619	74.46
PN3LA_k141_1548299_1	68.93
PN3LB_k141_1439903	100
PN3LD_k141_740999	100
PN3LF_k141_699924	96.01
PN3LH_k141_442573_1	100
PN3RD_k141_1013746_1	100
PN3RD_k141_285086	51.36
PN3RF_k141_1413426	79.31
PN3RG_k141_2386287	100
PN4RA_k141_48464	100
PN4RB_k141_1577344	82.43
PN4RB_k141_1841846	100
PN4RB_k141_561529	70.46
PN4RE_k141_1880121_1	69.71
PN4RG_k141_1233798	100
PN5CC_k141_109442	50.49
PN5CC_k141_472053_1	72.23
PN5CC_k141_495003	85.73
PN5CG_k141_169488	73.44
PN5LA_k141_208116	71.21
PN5LB_k141_574953	86.43
PN5LD_k141_326693	100
PN5LD_k141_556954_1	57.12
PN5LD_k141_6485_1	94.43
PN5LH_k141_424434	95.85
PN5RA_k141_573284_1	100
PN5RB_k141_704512	58.78
PN5RC_k141_105377	57.36
PN5RD_k141_292667_1	96.38
PN5RF_k141_122613	65.39
PN5RG_k141_721209	100
PN5RH_k141_652217_1	100
PN5RH_k141_687059_fragment_1	100
PN5RH_k141_938632	75.22
PN6RB_k141_235041	55.55
PN6RC_k141_2277006	51.21
PN6RF_k141_401589	51.98
PN6RG_k141_1255814_1	71.8
PN6RH_k141_2318592	100
PN6RJ_k141_1706780_1	70.28
PN6RM_k141_1757500_1	96.77
PN6RO_k141_1029708	50.33
PN6RO_k141_2930	59.77
PN6RO_k141_548526_1	100
PN6RS_k141_1521788	100
PN6RS_k141_376580	81.47
PN7RD_k141_277140	86.72
PN7RH_k141_1424573	62.39
PN7RH_k141_162261	69.34
PN7RH_k141_1711976	100
PN7RI_k141_211400	97.25
PN7RI_k141_767818	53.14
PN7RL_k141_599486	100
PN7RL_k141_674344	100
PN7RO_k141_1179618	77.14
PN7RT_k141_1090174	80.15
PN7RV_k141_1317604	100
PN8RA_k141_759537_fragment_2	75.02
PN8RD_k141_899038	71.63
PN8RE_k141_1211542	53.29
PN8RE_k141_591927	95.6
PN8RE_k141_939990	91.62
PN8RF_k141_466560	92.63
PN8RF_k141_516197	53.46
PN8RG_k141_206724	100
PN8RG_k141_256552	66.18
PN8RH_k141_96852	63.54
PN8RJ_k141_440495	100
PN8RK_k141_370637	58.32
PN8RK_k141_872106	100
PN8RL_k141_1311457	52.94
PN8RL_k141_617655	88.09
PN8RM_k141_1267486_fragment_1	72.49
PN8RM_k141_1275499	100
PN8RM_k141_1773414	100
PN8RR_k141_1104936	73.33
PN8RR_k141_435205	88.96
PN8RR_k141_495998	52.37
PN8RS_k141_533328	90.79
PN9RB_k141_1265893	60.01
PN9RE_k141_381841	77.37
PN9RJ_k141_1618569	97.02
PN9RJ_k141_1941915	100
PN9RK_k141_719258	50.38
PN9RO_k141_823393	64.23
PN10RR_k141_1986048	100
PN11RG_k141_1893374	100
PN12RJ_k141_1777278	100
PN14RN_k141_621258	100
PN15RA_k141_298874	100
PN1CC_k141_650467	100
PN2GH_k141_172826	100
PN2LA_k141_711499	100
PN2RJ_k141_1344676	100
PN3RE_k141_1749972	62.58
PN5LE_k141_434039	100
PN7RD_k141_722584	100
PN10RO_k141_2082806	100
PN13RO_k141_581056	100
PN13RI_k141_847410	98.42
PN2CJ_k141_10533	100
PN3LH_k141_1093113	100
PN10RM_k141_1987892	100
PN14RQ_k141_228295	62.35
